"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"569","32018O0013",2018-04-24,2018,"2018.1","Guideline","inforce",9999-12-31,7022,"Guideline (EU) 2018/861 of the European Central Bank of 24 April 2018 amending Guideline ECB/2013/23 on government finance statistics (ECB/2018/13)"
"570","32018O0014",2018-05-03,2018,"2018.1","Guideline","inforce",9999-12-31,2269,"Guideline (EU) 2018/797 of the European Central Bank of 3 May 2018 on the Eurosystem's provision of reserve management services in euro to central banks and countries located outside the euro area and to international organisations (ECB/2018/14)"
"571","32018O0016",2018-06-01,2018,"2018.1","Guideline","inforce",9999-12-31,7777,"Guideline (EU) 2018/876 of the European Central Bank of 1 June 2018 on the Register of Institutions and Affiliates Data (ECB/2018/16)"
"572","32018O0017",2018-06-01,2018,"2018.1","Guideline","inforce",9999-12-31,4726,"Guideline (EU) 2018/877 of the European Central Bank of 1 June 2018 amending Guideline ECB/2014/15 on monetary and financial statistics (ECB/2018/17)"
"573","32018O0019",2018-08-02,2018,"2018.2","Guideline","inforce",9999-12-31,6398,"Guideline (EU) 2018/1151 of the European Central Bank of 2 August 2018 amending Guideline ECB/2011/23 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2018/19)"
"574","32018O0020",2018-08-03,2018,"2018.2","Guideline","inforce",9999-12-31,29272,"Guideline (EU) 2018/1626 of the European Central Bank of 3 August 2018 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2018/20)"
"575","32018Q0113(01)",2017-12-20,2017,"2017.2","Rules of procedure","inforce",9999-12-31,4588,"Arrangement between the European Parliament, the European Council, the Council of the European Union, the European Commission, the Court of Justice of the European Union, the European Central Bank, the European Court of Auditors, the European External Action Service, the European Economic and Social Committee, the European Committee of the Regions and the European Investment Bank on the organisation and operation of a computer emergency response team for the Union's institutions, bodies and agencies (CERT-EU)"
"576","32018R0231",2018-01-26,2018,"2018.1","Regulation","inforce",9999-12-31,10036,"Regulation (EU) 2018/231 of the European Central Bank of 26 January 2018 on statistical reporting requirements for pension funds (ECB/2018/2)"
"577","32018R0318",2018-02-22,2018,"2018.1","Regulation","inforce",9999-12-31,3332,"Regulation (EU) 2018/318 of the European Central Bank of 22 February 2018 amending Regulation (EU) No 1011/2012 concerning statistics on holdings of securities (ECB/2018/7)"
"578","32018R1845",2018-11-21,2018,"2018.2","Regulation","inforce",9999-12-31,1636,"Regulation (EU) 2018/1845 of the European Central Bank of 21 November 2018 on the exercise of the discretion under Article 178(2)(d) of Regulation (EU) No 575/2013 in relation to the threshold for assessing the materiality of credit obligations past due (ECB/2018/26)"
"579","32019D0002",2019-01-23,2019,"2019.1","Decision","inforce",9999-12-31,3534,"Decision (EU) 2019/137 of the European Central Bank of 23 January 2019 on the selection of Eurosystem Single Market Infrastructure Gateway (ESMIG) network service providers (ECB/2019/2)"
"580","32019D0003(01)",2019-01-25,2019,"2019.1","Decision","inforce",9999-12-31,7885,"Decision (EU) 2019/166 of the European Central Bank of 25 January 2019 on the Market Infrastructure Board and repealing Decision ECB/2012/6 on the establishment of the TARGET2-Securities Board (ECB/2019/3)"
"581","32019D0004",2019-01-31,2019,"2019.1","Decision","inforce",9999-12-31,4966,"Decision (EU) 2019/322 of the European Central Bank of 31 January 2019 on delegation of the power to adopt decisions regarding supervisory powers granted under national law (ECB/2019/4)"
"582","32019D0005",2019-02-12,2019,"2019.1","Decision","inforce",9999-12-31,482,"Decision (EU) 2019/323 of the European Central Bank of 12 February 2019 nominating heads of work units to adopt delegated decisions regarding supervisory powers granted under national law (ECB/2019/5)"
"583","32019D0008",2019-04-09,2019,"2019.1","Decision","inforce",9999-12-31,484,"Decision (EU) 2019/670 of the European Central Bank of 9 April 2019 amending Decision ECB/2014/8 on the prohibition of monetary financing and the remuneration of government deposits by national central banks (ECB/2019/8)"
"584","32019D0009",2019-04-04,2019,"2019.1","Decision","inforce",9999-12-31,1300,"Decision (EU) 2019/669 of the European Central Bank of 4 April 2019 amending Decision ECB/2013/10 on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/2019/9)"
"585","32019D0010",2019-04-18,2019,"2019.1","Decision","notinforce",2019-12-31,1044,"Decision (EU) 2019/685 of the European Central Bank of 18 April 2019 on the total amount of annual supervisory fees for 2019 (ECB/2019/10)"
"586","32019D0014(01)",2019-05-29,2019,"2019.1","Decision","inforce",9999-12-31,2333,"Decision (EU) 2019/976 of the European Central Bank of 29 May 2019 laying down the principles for defining objectives and sharing feedback in joint supervisory teams and repealing Decision (EU) 2017/274 (ECB/2019/14)"
"587","32019D0015(01)",2019-06-07,2019,"2019.1","Decision","inforce",9999-12-31,1898,"Decision (EU) 2019/1006 of the European Central Bank of 7 June 2019 amending Decision ECB/2011/20 establishing detailed rules and procedures for implementing the eligibility criteria for central securities depositories to access TARGET2-Securities services (ECB/2019/15)"
"588","32019D0020(01)",2019-07-18,2019,"2019.2","Decision","inforce",9999-12-31,6299,"Decision (EU) 2019/1348 of the European Central Bank of 18 July 2019 on the procedure for recognising non-euro area Member States as reporting Member States under Regulation (EU) 2016/867 on the collection of granular credit and credit risk data (ECB/2019/20)"
"589","32019D0021(01)",2019-07-22,2019,"2019.2","Decision","inforce",9999-12-31,13962,"Decision (EU) 2019/1311 of the European Central Bank of 22 July 2019 on a third series of targeted longer-term refinancing operations (ECB/2019/21)"
"590","32019D0022(01)",2019-07-22,2019,"2019.2","Decision","inforce",9999-12-31,682,"Decision (EU) 2019/1312 of the European Central Bank of 22 July 2019 amending Decision (EU) 2016/810 (ECB/2016/10) on a second series of targeted longer-term refinancing operations (ECB/2019/22)"
"591","32019D0023",2019-07-23,2019,"2019.2","Decision","inforce",9999-12-31,2826,"Decision (EU) 2019/1376 of the European Central Bank of 23 July 2019 on delegation of the power to adopt decisions on passporting, acquisition of qualifying holdings and withdrawal of authorisations of credit institutions (ECB/2019/23)"
"592","32019D0025(01)",2019-07-26,2019,"2019.2","Decision","inforce",9999-12-31,5313,"Decision (EU) 2019/1349 of the European Central Bank of 26 July 2019 on the procedure and conditions for exercise by a competent authority of certain powers in relation to oversight of systemically important payment systems (ECB/2019/25)"
"593","32019D0026",2019-07-31,2019,"2019.2","Decision","inforce",9999-12-31,1004,"Decision (EU) 2019/1377 of the European Central Bank of 31 July 2019 nominating heads of work units to adopt delegated decisions on passporting, acquisition of qualifying holdings and withdrawal of authorisations of credit institutions (ECB/2019/26)"
"594","32019D0027",2019-08-09,2019,"2019.2","Decision","inforce",9999-12-31,1172,"Decision (EU) 2019/1378 of the European Central Bank of 9 August 2019 amending Decision ECB/2014/16 concerning the establishment of an Administrative Board of Review and its Operating Rules (ECB/2019/27)"
"595","32019D0028(01)",2019-09-12,2019,"2019.2","Decision","inforce",9999-12-31,1714,"Decision (EU) 2019/1558 of the European Central Bank of 12 September 2019 amending Decision (EU) 2019/1311 on a third series of targeted longer-term refinancing operations (ECB/2019/28)"
"596","32019D0031",2019-10-15,2019,"2019.2","Decision","inforce",9999-12-31,1214,"Decision (EU) 2019/1743 of the European Central Bank of 15 October 2019 on the remuneration of holdings of excess reserves and of certain deposits (recast) (ECB/2019/31)"
"597","32019D0032",2019-10-29,2019,"2019.2","Decision","inforce",9999-12-31,2835,"Decision (EU) 2019/1848 of the European Central Bank of 29 October 2019 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2019/32)"
"598","32019D0033",2019-11-29,2019,"2019.2","Decision","inforce",9999-12-31,1266,"Decision (EU) 2019/2194 of the European Central Bank of 29 November 2019 on the granting of signing powers (ECB/2019/33)"
"599","32019D0035",2019-11-28,2019,"2019.2","Decision","inforce",9999-12-31,4097,"Decision (EU) 2019/2215 of the European Central Bank of 28 November 2019 amending Decision (EU) 2016/2247 on the annual accounts of the European Central Bank (ECB/2019/35)"
"600","32019D0036",2019-11-28,2019,"2019.2","Decision","inforce",9999-12-31,399,"Decision (EU) 2019/2216 of the European Central Bank of 28 November 2019 amending Decision (EU) 2015/298 on the interim distribution of the income of the European Central Bank (ECB/2019/36)"
"601","32019D0038",2019-12-05,2019,"2019.2","Decision","inforce",9999-12-31,3678,"Decision (EU) 2019/2158 of the European Central Bank of 5 December 2019 on the methodology and procedures for the determination and collection of data regarding fee factors used to calculate annual supervisory fees (ECB/2019/38)"
"602","32019D0039",2019-12-05,2019,"2019.2","Decision","inforce",9999-12-31,4019,"Decision (EU) 2019/2195 of the European Central Bank of 5 December 2019 amending Decision ECB/2010/14 on the authenticity and fitness checking and recirculation of euro banknotes (ECB/2019/39)"
"603","32019D0040",2019-12-10,2019,"2019.2","Decision","notinforce",9999-12-31,635,"Decision (EU) 2019/2231 of the European Central Bank of 10 December 2019 on the approval of the volume of coin issuance in 2020 (ECB/2019/40)"
"604","32019O0007",2019-04-09,2019,"2019.1","Guideline","inforce",9999-12-31,2740,"Guideline (EU) 2019/671 of the European Central Bank of 9 April 2019 on domestic asset and liability management operations by the national central banks (recast) (ECB/2019/7)"
"605","32019O0011",2019-05-10,2019,"2019.1","Guideline","inforce",9999-12-31,4820,"Guideline (EU) 2019/1032 of the European Central Bank of 10 May 2019 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2019/11)"
"606","32019O0012",2019-05-10,2019,"2019.1","Guideline","inforce",9999-12-31,1467,"Guideline (EU) 2019/1033 of the European Central Bank of 10 May 2019 amending Guideline (EU) 2016/65 on the valuation haircuts applied in the implementation of the Eurosystem monetary policy framework (ECB/2019/12)"
"607","32019O0013",2019-05-10,2019,"2019.1","Guideline","inforce",9999-12-31,570,"Guideline (EU) 2019/1034 of the European Central Bank of 10 May 2019 amending Guideline ECB/2014/31 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2019/13)"
"608","32019O0016",2019-06-07,2019,"2019.1","Guideline","notinforce",9999-12-31,892,"Guideline (EU) 2019/1007 of the European Central Bank of 7 June 2019 amending Guideline ECB/2012/13 on TARGET2-Securities (ECB/2019/16)"
"609","32019O0017",2019-06-07,2019,"2019.1","Guideline","notinforce",9999-12-31,3377,"Guideline (EU) 2019/1335 of the European Central Bank of 7 June 2019 amending Guideline (EU) 2018/876 on the Register of Institutions and Affiliates Data (ECB/2019/17)"
"610","32019O0018",2019-06-07,2019,"2019.1","Guideline","notinforce",9999-12-31,29976,"Guideline (EU) 2019/1386 of the European Central Bank of 7 June 2019 amending Guideline ECB/2014/15 on monetary and financial statistics (ECB/2019/18)"
"611","32019O0019",2019-07-10,2019,"2019.2","Guideline","notinforce",9999-12-31,5713,"Guideline (EU) 2019/1265 of the European Central Bank of 10 July 2019 on the euro short-term rate (€STR) (ECB/2019/19)"
"612","32019O0030",2019-10-04,2019,"2019.2","Guideline","inforce",9999-12-31,3783,"Guideline (EU) 2019/1849 of the European Central Bank of 4 October 2019 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2019/30)"
"613","32019O0034",2019-11-28,2019,"2019.2","Guideline","inforce",9999-12-31,6245,"Guideline (EU) 2019/2217 of the European Central Bank of 28 November 2019 amending Guideline (EU) 2016/2249 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2019/34)"
"614","32019R0113",2018-12-07,2018,"2018.2","Regulation","inforce",9999-12-31,5734,"Regulation (EU) 2019/113 of the European Central Bank of 7 December 2018 amending Regulation (EU) No 1333/2014 concerning statistics on the money markets (ECB/2018/33)"
"615","32019R1677",2019-09-27,2019,"2019.2","Regulation","inforce",9999-12-31,892,"Regulation (EU) 2019/1677 of the European Central Bank of 27 September 2019 amending Regulation (EU) No 1333/2014 concerning statistics on the money markets(ECB/2019/29)"
"616","32019R2155",2019-12-05,2019,"2019.2","Regulation","inforce",9999-12-31,2523,"Regulation (EU) 2019/2155 of the European Central Bank of 5 December 2019 amending Regulation (EU) No 1163/2014 on supervisory fees (ECB/2019/37)"
