"Title","CELEX number","ECLI identifier","Date of document","Author",
"Berichtigung des Beschlusses der Europäischen Zentralbank vom 21. Juni 2011 über Zulassungsverfahren für die Herstellung von Euro-Banknoten in den Bereichen Umwelt sowie Gesundheit und Sicherheit (EZB/2011/8) ( ABl. L 176 vom 5.7.2011 )","32011D0008(01)R(01)","","2012-02-28","European Central Bank",
"","32010D0015(01)R(01)","","2011-11-08","European Central Bank",
"","32004O0018R(02)","","2011-09-28","European Central Bank",
"","32011O0003R(01)","","2011-04-29","European Central Bank",
"","32010O0020R(01)","","2011-04-09","European Central Bank",
"","32010D0014R(03)","","2011-01-11","European Central Bank",
"","32010D0014R(04)","","2011-01-11","European Central Bank",
"","32010D0014R(02)","","2010-11-27","European Central Bank",
"Rectificatif à l'orientation de la Banque centrale européenne du 16 septembre 2010 portant modification de l’orientation BCE/2000/7 concernant les instruments et procédures de politique monétaire de l’Eurosystème ( JO L 267 du 9.10.2010 )","32010O0013R(01)","","2010-11-24","European Central Bank",
"","32010O0012R(02)","","2010-11-13","European Central Bank",
"","32010D0014R(01)","","2010-10-21","European Central Bank",
"","32009O0021R(01)","","2010-10-23","European Central Bank",
"","32010O0012R(01)","","2010-10-26","European Central Bank",
"","32007O0002R(01)","","2010-10-05","European Central Bank",
"Berichtigung des Beschlusses der Europäischen Zentralbank vom 14. Mai 2010 zur Einführung eines Programms für die Wertpapiermärkte (EZB/2010/5) ( ABl. L 124 vom 20.5.2010 )","32010D0005(01)R(01)","","2010-06-25","European Central Bank",
"","32010D0004(01)R(01)","","2010-05-20","European Central Bank",
"Corrigendum to Guideline of the European Central Bank of 17 July 2009 amending Guideline ECB/2006/16 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2009/18) ( OJ L 202, 4.8.2009 )","32009O0018R(01)","","2010-04-29","European Central Bank",
"","32009O0018R(02)","","2010-04-29","European Central Bank",
"","32009D0006(01)R(01)","","2010-05-04","European Central Bank",
"","32010O0001R(01)","","2010-04-29","European Central Bank",
"","32008O0004R(01)","","2010-01-09","European Central Bank",
"","32006O0009R(01)","","2010-01-09","European Central Bank",
"Corrigendum to Regulation (EC) No 290/2009 of the European Central Bank of 31 March 2009 amending Regulation (EC) No 63/2002 (ECB/2001/18) concerning statistics on interest rates applied by monetary financial institutions to deposits and loans vis-à-vis households and non-financial corporations (ECB/2009/7) ( OJ L 94, 8.4.2009 )","32009R0290R(01)","","2009-10-17","European Central Bank",
"Berichtigung der Verordnung (EG) Nr. 290/2009 der Europäischen Zentralbank vom 31. März 2009 zur Änderung der Verordnung (EG) Nr. 63/2002 (EZB/2001/18) über die Statistik über die von monetären Finanzinstituten angewandten Zinssätze für Einlagen und Kredite gegenüber privaten Haushalten und nichtfinanziellen Kapitalgesellschaften ( ABl. L 94 vom 8.4.2009 )","32009R0290R(02)","","2009-10-17","European Central Bank",
"","32009R0290R(03)","","2009-10-17","European Central Bank",
"Rectificatif au règlement (CE) n o  290/2009 de la Banque centrale européenne du 31 mars 2009 modifiant le règlement (CE) n o  63/2002 (BCE/2001/18) concernant les statistiques sur les taux d’intérêt appliqués par les institutions financières monétaires aux dépôts et crédits vis-à-vis des ménages et des sociétés non financières (BCE/2009/7) ( JO L 94 du 8.4.2009 )","32009R0290R(04)","","2009-10-28","European Central Bank",
"","32009R0290R(05)","","2009-10-28","European Central Bank",
"","32009R0025R(01)","","2009-07-03","European Central Bank",
"","32008O0021R(01)","","2009-07-02","European Central Bank",
"","32009X0122(01)R(01)","","2009-03-10","Non-euro area Member States: Denmark, Greece, Sweden, United Kingdom, European Central Bank",
"","32008R1053R(01)","","2008-11-01","European Central Bank",
"Corrigendum to the Guideline of the European Central Bank of 1 August 2007 on monetary, financial institutions and markets statistics (recast) (ECB/2007/9) ( OJ L 341, 27.12.2007 )","32007O0009R(01)","","2008-03-26","European Central Bank",
"","32004O0015R(01)","","2007-11-20","European Central Bank",
"","32005O0004R(01)","","2007-11-20","European Central Bank",
"Corrigendum to Guideline of the European Central Bank of 31 May 2007 amending Guideline ECB/2004/15 on the statistical reporting requirements of the European Central Bank in the field of balance of payments and international investment position statistics, and the international reserves template ( OJ L 159, 20.6.2007 )","32007O0003R(01)","","2007-09-19","European Central Bank",
"","32007R0958R(01)","","2007-08-15","European Central Bank",
"","32006D0022(01)R(01)","","2007-04-03","European Central Bank",
"","32006D0025R(01)","","2007-02-23","European Central Bank",
"","32006D0024(01)R(01)","","2007-02-23","European Central Bank",
"","32006D0021R(01)","","2007-02-13","European Central Bank",
"","32007X0120(01)R(01)","","2007-02-13","Non-euro area Member States: Denmark, Greece, Sweden, United Kingdom, European Central Bank",
"","32007R0004R(01)","","2007-01-19","European Central Bank",
"","32006R1637R(01)","","2006-11-28","European Central Bank",
"Corrigendum to the Guideline of the European Central Bank of  17 November 2005  amending Guideline ECB/2002/7 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts  (ECB/2005/13)  (2006/43/EC) ( OJ L 30, 2.2.2006 )","32005O0013R(01)","","2006-07-04","European Central Bank",
"","32006X0325(01)R(01)","","2006-04-12","European Central Bank, Non-euro area Member States: Denmark, Greece, Sweden, United Kingdom",
"Berichtigung des Beschlusses der Europäischen Zentralbank vom  19. Februar 2004  zur Verabschiedung der Geschäftsordnung der Europäischen Zentralbank (EZB/2004/2) ( ABl. L 80 vom 18.3.2004 )","32004D0002R(01)","","2006-01-24","European Central Bank",
"","32004R2181R(01)","","2005-02-05","European Central Bank",
"","32004O0018R(01)","","2004-11-06","European Central Bank",
"","32004O0004R(01)","","2004-09-01","European Central Bank",
"","32004O0013R(01)","","2004-08-06","European Central Bank",
"Berichtigung der Verordnung (EG) Nr. 1745/2003 der Europäischen Zentralbank vom 12. September 2003 über die Auferlegung einer Mindestreservepflicht (EZB/2003/9) (ABl. L 250 vom 2.10.2003)","32003R1745R(01)","","2004-02-26","European Central Bank",
"","32002O0010R(01)","","2003-03-27","European Central Bank",
"Corrigendum to Regulation (EC) No 2174/2002 of the European Central Bank of 21 November 2002 amending Regulation ECB/2001/13 concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2002/8) (OJ L 330 of 6.12.2002)","32002R2174R(01)","","2002-12-20","European Central Bank",
"Corrigendum to the guideline of the European Central Bank of 7 March 2002 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2002/2) (OJ L 185 of 15.7.2002)","32002O0002R(01)","","2002-07-19","European Central Bank",
"Corrigendum to Decision 2001/929/EC of the European Central Bank of 20 December 2001 on the approval of the volume of coin issuance in 2002 (ECB/2001/19) (OJ L 344 of 28.12.2001)","32001D0019R(01)","","2002-06-21","European Central Bank",
"Corrigendum to Commission Regulation (EC) No 993/2002 of 11 June 2002 establishing the standard import values for determining the entry price of certain fruit and vegetables (OJ L 152 of 12.6.2002)","32002R0993R(01)","","2002-06-13","European Central Bank",
"","32000O0007R(03)","","2002-05-16","European Central Bank",
"Corrigendum to Regulation (EC) No 690/2002 of the European Central Bank of 18 April 2002 amending Regulation (EC) No 2818/98 (ECB/1998/15) on the application of minimum reserves (ECB/2002/3) (OJ L 106 of 23.4.2002)","32002R0690(01)R(01)","","2002-05-16","European Central Bank",
"","32000O0007R(02)","","2002-04-09","European Central Bank",
"Corrigendum to Regulation (EC) No 2423/2001 of the European Central Bank of 22 November 2001 concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2001/13) (OJ L 333 of 17.12.2001)","32001R2423R(01)","","2002-02-27","European Central Bank",
"","32002R0063(01)R(01)","","2002-02-20","European Central Bank",
"Corrigendum to the Guideline of the European Central Bank of 13 September 2001 adopting certain provisions on the frontloading of euro banknotes outside the euro zone (ECB/2001/8) (OJ L 257 of 26.9.2001)","32001O0008R(01)","","2001-12-01","European Central Bank",
"","32001D0007R(01)","","2001-09-14","European Central Bank",
"Rectificatif à l'orientation de la Banque centrale européenne du 11 mai 2000 relative aux obligations de déclaration statistique à la Banque centrale européenne concernant les statistiques de balance des paiements, le cadre de diffusion des données sur les réserves de change et les statistiques relatives à la position extérieure globale (BCE/2000/4) (JO L 168 du 23.6.2001)","32000O0004R(01)","","2001-08-17","European Central Bank",
"","32000R1921R(03)","","2001-07-04","European Central Bank",
"Corrigendum to the Guideline (ECB/2001/3) of the European Central Bank of 26 April 2001 on a Trans-European Automated Real-Time Gross Settlement Express Transfer System (TARGET) (OJ L 140 of 24.5.2001)","32001O0003R(01)","","2001-06-22","European Central Bank",
"","32000O0001R(02)","","2001-06-21","European Central Bank",
"Corrigendum to Guideline ECB/2000/7 of the European Central Bank of 31 August 2000 on monetary policy instruments and procedures of the Eurosystem (OJ L 310 of 11.12.2000)","32000O0007R(01)","","2001-05-04","European Central Bank",
"","31998D0006R(02)","","2001-04-18","European Central Bank",
"","31999D0002R(01)","","2001-04-18","European Central Bank",
"Corrigendum to Guideline of the European Central Bank (ECB/2000/1) of 3 February 2000 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving the foreign reserve assets of the European Central Bank (OJ L 207 of 17.8.2000)","32000O0001R(01)","","2000-09-05","European Central Bank",
